content,date,index,writer
 한석원 쌤이 진짜 가르치시는 마인드는 좋더라구요 암기가아닌사고력중심.. ,2016.07.09. 16:02,17115396,모잘알
 예 가능해요..... ,2016.07.07. 01:46,17110987,함0
 알텍 상위권강좌래서쫄앗는데ㅠㅠ감사합니다!!혹시알텍듣고계신가요? ,2016.07.07. 01:47,17110987,sungmin12
 기본적인 개념 설명도 엄청 충실하게 해주시기 때문에...충분히 들을만 하실 겁니다... ,2016.07.07. 01:47,17110987,에드몽 당테스
 오오감사합니다 알텍보고기출돌리는게낫겟죠?? ,2016.07.07. 01:49,17110987,sungmin12
 나1등급이었는데도알텍어렵웠ㄴ데 ,2016.07.07. 02:08,17110987,두번에는가자
 이과?? ,2016.07.07. 02:08,17110987,sungmin12
 안될것같은데.. ,2016.07.07. 02:07,17110987,유월조아
 흠혼자기출푸는게더나을까요..? ,2016.07.07. 02:08,17110987,sungmin12
 어려우면 개념강의 2번들으세여 ,2016.07.07. 02:50,17110987,ssssson
 알텍두번들으란소린가요?? 21 29 30빼고만다푸는게목푠대알텍안듣는게나을까요ㅠㅠ ,2016.07.07. 02:52,17110987,sungmin12
sungmin12 알텍이 개념 연습문제 수능발전문제순서인데공간처럼 설명해주시는 개념이어려운것들은개념강의만 두번씩듣는것도 좋아요그리고 수능발전문제가 어려운문제들인데여러번풀면서 풀이과정을 이해하면4점이 풀릴거에여 ,2016.07.07. 03:00,17110987,ssssson
ssssson 알텍여러번돌리는게나을까요아님알텍듣고기출사서풀까요?? ,2016.07.07. 03:02,17110987,sungmin12
sungmin12 알텍 한번쭈욱듣고 수능발전문제만 다시풀고하면돼요문제를 기출에서따온거라..그래도 후에 기출은 다풀어봐야죠 ,2016.07.07. 03:08,17110987,ssssson
ssssson 오오답변정말감사합니다!! ,2016.07.07. 03:08,17110987,sungmin12
 생질 그냥 들어도 될거에요 ,2016.07.06. 23:44,17110584,oZ짱짱맨
 이명학 프리패스 남았나요:? ,2017.01.03. 16:07,17110584,hkm5712
 6평정도 수준이면 산 보람이 없지 않을까요 넘 쉬웠는데.... ,2016.07.05. 21:16,17107596,huy2015
 6평 수준이면 돈 주고 살 만큼의 가치는 딱히 없는듯한데... 걍 출제경향에만 맞게 나오는게 가장 중요하다고 생각함 ,2016.07.05. 21:31,17107596,하니찡
 강의 사야만 책도 살수있나요? ,2016.07.05. 22:02,17107596,규잉귱ㅇ
 책만 따로 살 수 있어요 ,2016.07.06. 14:58,17107596,글쎄
 둘이비슷해요 우열을 가리기힘듬 그냥취향차이 ,2016.07.04. 01:39,17104486,rjsba122
 벡터는 현우진이갑  공도는 비슷한듯 ,2016.07.04. 20:24,17104486,시래뱅
 현우진은 상위권대상 강사여서 뉴런 은 2등급 초반쯤 이해할수있어요 ㅠ 다 안다고 전제하에 나가셔서 ,2016.07.01. 13:49,17098789,PolarisJ
 알텍 괜찮나요?? ,2016.07.01. 13:51,17098789,공부하자제발알
공부하자제발알 알텍 괜찮긴한데 기출 풀이강좌에요~ 그래도 개념은 거의다 가르쳐주세요 ,2016.07.01. 13:53,17098789,PolarisJ
 알텍이랑 생질이랑 개념설명 완전 똑같아요 제가 2개다 들어봐서암 근데 문제가 알텍이 좀더 어려우므로 완전 생 초짜이시면 알텍 개념 --> 쎈 --> EX  --> 수능발전  이순서로 가시는거 추천 ,2016.07.01. 14:00,17098789,무참
 수능발전이요?? ,2016.07.01. 14:00,17098789,공부하자제발알
공부하자제발알 네 그 알텍 안에있는 문제이름이에요 EXERCISE 수능발전문제 이렇게 나눠져있음 ,2016.07.01. 14:01,17098789,무참
무참 아~ 와 완전감사합니다 ㅋㅋ 혹시 쎈말고 추천해주실수있나요 ? ,2016.07.01. 14:07,17098789,공부하자제발알
공부하자제발알 꼭 쎈이아니라도 그냥 얇고 쉬운문제집 선택해서 하시면 될거같아요 ,2016.07.01. 14:11,17098789,무참
 감사합니다!! ,2016.07.01. 14:12,17098789,공부하자제발알
 우와 완전 박빙이네 ,2016.07.01. 16:56,17098789,스만후이
 그러게요ㅋㅋ더고민되요 ,2016.07.01. 17:28,17098789,공부하자제발알
 4등급이시면 깐석원 추천드림 ,2016.06.30. 15:25,17097138,무참
 메가패스는 안나올까요?? ,2016.06.30. 15:32,17097138,공부하자제발알
공부하자제발알 알파테ㅣ끄닉이요?? ,2016.06.30. 15:32,17097138,공부하자제발알
공부하자제발알 네 생각의질서는 듣지마세요 알파테크닉이랑 개념설명 똑같아요 ,2016.06.30. 15:37,17097138,무참
 삭제된 댓글입니다. ,,17097138,
 대성마이맥지금  5팩 프리패스하던데 그거지금하는게이득이겠죠??? ,2016.06.30. 17:07,17097138,공부하자제발알
노ㅗ력 오오ㅋㅋ 감사합니다 고2인데 상관없겠죠?? ,2016.06.30. 17:12,17097138,공부하자제발알
노ㅗ력 정말감사합니다 혹시 국어나영어추천하시는선생님있나요  답변너무정성ㅈ있게해주셔섲ㅋㅋ 감사합니다ㅠㅜ ,2016.06.30. 17:25,17097138,공부하자제발알
노ㅗ력 진짜감사합니다ㅎㅎ ,2016.06.30. 17:27,17097138,공부하자제발알
 3등급정도가 들으시면 무난하고요. 좁수랑 겹치는건 엑서사이즈정도고 수능발전은 4점짜리 고난도 문항이에요. ,2016.06.30. 11:00,17096836,GuterWill
 댓글 감사합니다 ,2016.06.30. 16:57,17096836,Game 9
 약간어려운데 극복가능 ,2016.06.29. 23:18,17096231,연세대 화공과 17
 삭제된 댓글입니다. ,,17096231,
 문제수 적은편인가요? ,2016.07.01. 22:20,17096231,연대치대p
 삭제된 댓글입니다. ,,17096231,
 정확한 계획이 아직 없어서요..ㅠㅠㅠ ,2016.07.01. 22:21,17096231,연대치대p
 이명학쌤 리로직들어보세염 ,2016.06.26. 23:48,17091344,건대커뮤니17
 독해를 알려주는건가요??푸는속도가 빨라지고싶은데 ,2016.06.26. 23:51,17091344,린느
린느 읽는법은 신텍스에요 리로직은 빈칸같은거 어려운유형 연습하는거에요! ,2016.06.26. 23:53,17091344,건대커뮤니17
건대커뮤니17 틀리는게 주로 빈칸부터해서 뒤쪽 문제면리로직이 맞는거겠죠?일단 해석이 안되는건 보통 단어를 몰라서 인거 같아요..! ,2016.06.27. 00:00,17091344,린느
린느 넹!!그 읽는게 막히시면 신텍스들으시면 좋긴한데 솔직히 단어알면 대부분해석된다고생각해서용..ㅎㅎ리로직들어보세여 ,2016.06.27. 00:33,17091344,건대커뮤니17
건대커뮤니17 감사합니다~♡리로직 들어 봐야겠어요 저도 건대 목표인데 같이 합격해봐요~ ,2016.06.27. 00:42,17091344,린느
 삭제된 댓글입니다. ,,17088427,
 jia990105 카톡주세요~~ ,2017.04.03. 13:19,17088427,SNUPE17b
vjkyj1016 제가 채팅방 개설이 안되는데 일단 채팅해주세요! ,2017.04.03. 15:58,17088427,SNUPE17b
 삭제된 댓글입니다. ,,17084915,
 현우진너무어렵지는않나요?? ,2016.06.23. 16:23,17084915,asdcas
 삭제된 댓글입니다. ,,17084915,
 아아..감사합니다!!ㅋㅋㅋㅋㅋㅋ맛보기한번들어봐야겠어요 ,2016.06.23. 16:24,17084915,asdcas
" 대성마이맥 프패 기간 끝난걸로 알고잇는데 지금은 프리팩3.5인가 그거하고잇구요지금 위에 사진에 나온거는 아마도 생질(X),알텍(X) 지금 개강햇는,개강하는 크포 강의 프패인것같네요 ",2016.06.23. 01:27,17084482,사과나무다
 크포강의는  뭐죠?  한석원  강의 어떤식으로  구성되어있는지  말씀해주실구있나요 ,2016.06.23. 23:21,17084482,오우 ye
오우 ye 생각의질서 : 개념 + 문제생질은 수험생이 듣기에는 이시기에는 비추그리고 왠만하면 바로 알텍듣죠 교과서 보면서알텍 : 개념 + 기출문제크포는 알텍보다 심화라고 보면 될듯요 ,2016.06.23. 23:56,17084482,사과나무다
 쪽지드렸어요 ,2016.06.24. 22:03,17084482,윈터홀릭
 쪽지봤습니다 ,2016.06.24. 23:27,17084482,오우 ye
오우 ye 쪽지 다시 드렸어요~ ,2016.06.24. 23:53,17084482,윈터홀릭
오우 ye 저도 ,2016.06.25. 00:00,17084482,오우 ye
오우 ye 답변 드렸어요~ ,2016.06.25. 00:09,17084482,윈터홀릭
오우 ye 답 ,2016.06.25. 00:13,17084482,오우 ye
 답 ,2016.06.25. 00:13,17084482,오우 ye
오우 ye 답변드렸어요 ,2016.06.25. 00:16,17084482,윈터홀릭
 답 ,2016.06.25. 00:21,17084482,오우 ye
오우 ye 쪽지드렸어요 ,2016.06.25. 00:29,17084482,윈터홀릭
 답 ,2016.06.25. 00:34,17084482,오우 ye
오우 ye 쪽지 확인요~ ,2016.06.25. 00:45,17084482,윈터홀릭
 ㅎ확인요 ,2016.06.25. 00:51,17084482,오우 ye
오우 ye 답변 드렸어요 ,2016.06.25. 00:53,17084482,윈터홀릭
오우 ye ㅎㅎ ,2016.06.25. 00:55,17084482,오우 ye
오우 ye 답변 드렸어요~ ,2016.06.25. 00:58,17084482,윈터홀릭
오우 ye 쪽지확인요 ,2016.06.25. 01:34,17084482,윈터홀릭
오우 ye 쪽지드렸어요 ,2016.06.25. 09:18,17084482,윈터홀릭
 쪽지드렷습니다 ,2016.06.26. 15:33,17084482,오우 ye
 쪽지보냈습니다 ,2016.06.26. 20:06,17084482,오우 ye
 쪽지드렸습니더 ,2016.06.26. 23:24,17084482,오우 ye
오우 ye 쪽지드렸어요 ,2016.06.26. 23:33,17084482,윈터홀릭
 쪽지드렸습니다 ,2016.06.26. 23:36,17084482,오우 ye
오우 ye 네~ 저도요~ ,2016.06.26. 23:36,17084482,윈터홀릭
 쪽지드렸습니다 ,2016.06.26. 23:37,17084482,오우 ye
 쪽지드렸숩니다 ,2016.06.26. 23:42,17084482,오우 ye
 드렷습니다 ,2016.06.27. 12:46,17084482,오우 ye
오우 ye 쪽지드렸어요 ,2016.06.27. 19:31,17084482,윈터홀릭
 쪽지보냈습니다 ,2016.06.27. 23:12,17084482,오우 ye
 쪽지보냈습니다 ,2016.06.28. 14:22,17084482,오우 ye
오우 ye 쪽지확인요~ ,2016.06.28. 14:29,17084482,윈터홀릭
 쪽지확인좀뇨 ,2016.06.28. 16:01,17084482,오우 ye
 확인부탁드립니다 ,2016.06.28. 16:24,17084482,오우 ye
오우 ye 쪽지드렸어요. ,2016.06.28. 16:38,17084482,윈터홀릭
윈터홀릭 쪽지드렸어요 ,2016.06.28. 16:41,17084482,윈터홀릭
 ㅎ확인해주세요 ,2016.06.28. 16:42,17084482,오우 ye
오우 ye 쪽지드렸어요 ,2016.06.28. 19:58,17084482,윈터홀릭
 삭제된 댓글입니다. ,,17083761,
 두 책을 다 보는게 좋을까요? ,2016.06.22. 21:29,17083761,애벌레아닌애벌레
 개념잡기에는 약간 부족하실수도 ,2016.06.22. 21:13,17083761,무참
 그럼 추천 좀 해주실 수 있으신가요..?ㅠ ,2016.06.22. 21:30,17083761,애벌레아닌애벌레
 삭제된 댓글입니다. ,,17083761,
 이걸 개념으로 보고 기출이랑 수특수완 계속 돌려도 괜찮을까요? ,2016.06.22. 21:30,17083761,애벌레아닌애벌레
 140일 남았는데 지금시자가는건가요 ? ,2016.06.22. 21:36,17083761,응디사수생
 네 저 최저만 맞추는걸루 영어 수학만 공부합니다 ㅎㅎ 목표하는 대학이 딱 하나라..ㅎ ,2016.06.22. 21:51,17083761,애벌레아닌애벌레
애벌레아닌애벌레 삼수 비교내신아님 ? ,2016.06.22. 21:56,17083761,응디사수생
응디사수생 제가 지원할 학교는 비교내신 적용안되네용ㅎㅎ ,2016.06.22. 22:25,17083761,애벌레아닌애벌레
 개념서하나정돈있는게좋은데 ㅋㅋㅋ저는바이블추천 ,2016.06.22. 22:20,17083761,히호시
 한석원샘 프패 있어요.혹시 관심있으심 쪽지주세요. ,2016.06.22. 22:38,17083761,윈터홀릭
 최저만 맞추는게 몇등급이신지 모르겠는데 3등급 목표면 듣지마십쇼. ,2016.06.22. 23:29,17083761,가나형님
 그게무슨뜻인가요? ,2016.06.25. 00:36,17083761,오우 ye
 가르치는 스타일은 상당히 비슷한데한석원은 좀 올드하고현우짐은 좀 세련됨근데도 난 한석원이 좋다 ,2016.06.21. 16:30,17081776,인하대에서 반수함
 둘다좋음 ㅋㅋ 맛보기로 결정하세 ,2016.06.21. 16:33,17081776,rose1
 ㅇㅇ님 취향에 따라 들으세요 일단 한석원T는 진짜 잘생기심 ,2016.06.21. 17:32,17081776,아애얘야야어며
" 저랑 한석원 프리패스 문과꺼 같이들으시겠어요? 10만원이요.pc랑 모바일 둘다 이용하셔도 되고요 저는 pmp만 이용해서 겹칠 일 없습니다.교재는 따로주문하셔야하고, 한국사 프리패스가 있는데 저는 안써서 교재신청해서 들으시면 됩니다.010 9373 6729로 문자주세요. ",2016.06.22. 20:11,17081776,현역공군
 원래 처음엔 다 그럼....한석원 넘 참센세시라 ,2016.06.20. 10:52,17079447,강서구소녀
 쪽지확인부탁드려요! ,2016.06.23. 23:39,17079447,Jo정훈
 삭제된 댓글입니다. ,,17079447,
 아뇨 지금듣던거 들어도되요^^ ,2016.06.30. 00:26,17079447,식당차
" 시람마다 스타일이라던지 학습 이해 능력이 다 다릅니다. 맛보기 들어 보시고 어느 선생님이 자기를 잘 이해시켜주는지, 자기와 맞는지 판단해서 산택하시길 권유합니다. ",2016.06.19. 07:56,17077497,최신식
 신승범 ,2016.06.19. 08:55,17077497,AlPhaGo
 한석원은 비추합니다 ,2016.06.19. 09:15,17077497,심현오
 맛보기 들어보고 결정하는게 답 ,2016.06.19. 09:38,17077497,화공갈까기공갈까
 정승제는 개념강의가 좀 긴게 단점이에요 저는 개인적으로 저분들말고 스카이에듀 양진영 추천드립니다! ,2016.06.19. 10:16,17077497,아이오에오
 딴건몰라도 기벡은 한석원 추천합니다 제 경우엔 기벡실력이 듣기 전과 후로 나뉘었어요 ,2016.06.19. 23:29,17077497,sudgj
 수학은 현우진 ,2016.06.13. 00:17,17067771,연go
 둘다듣고있는데 시너지짱인듯 ,2016.06.13. 00:18,17067771,대학가자 빈아
 누가 더나은가여? ,2016.06.13. 00:25,17067771,고3현역ㅎㅎ
고3현역ㅎㅎ 제가어떻게감히 평가하겠습니까..오티들어보시고 결정하세요ㅎㅎ ,2016.06.13. 00:27,17067771,대학가자 빈아
 솔직히 비교가힘들정도 ,2016.06.13. 00:24,17067771,퀘이사와블랙홀
 누가 더 나은가여? ,2016.06.13. 00:26,17067771,고3현역ㅎㅎ
고3현역ㅎㅎ 아까말했잖아요 비교하기힘들다니까요ㅋㅋ 본인한테 맞는선생님을 들으세요 ,2016.06.13. 00:27,17067771,퀘이사와블랙홀
 난한석원쌤듣는데미적확통은몰라도기벡은역시한석원.. ,2016.06.13. 00:36,17067771,hdhejdhd
 가두진 ,2016.06.13. 00:39,17067771,목표는 문과1등
 전 문과지만 현우진이 기백은 정말 좋다고 이과분들한테 많이들엇어요 ,2016.06.13. 00:55,17067771,견우랑
 현우진 강추 특히 기벡은 매우강추 ,2016.06.13. 00:59,17067771,수능잘볼겁니다
 현우진 호롤롤로 ,2016.06.13. 01:28,17067771,노오력하자
 삭제된 댓글입니다. ,,17065979,
 쪽지로번호주시면 주셨다고좀 답변해주세요ㅎ ,2016.06.15. 12:26,17065979,네로네로11
 쪽지보냈습니다 ,2016.06.15. 12:27,17065979,네로네로11
 한석원 + 이명학 프패팔아요 일월달이 끊어서 한번도 안들엇어요 .. 아이디양도요 ,2016.06.16. 22:27,17065979,ㅅㄲㅈㅁ
 책 전체 프패 있어요. ,2016.06.19. 18:43,17065979,윈터홀릭
 넹 나중에 인터넷서점에도 올라와요 ,2016.06.12. 00:30,17065446,Secretㅣa
 알텍했으면 계속따라가는게좋겠죠? ,2016.06.11. 01:00,17063592,외대옆의경희대
 저도 너무 궁금한대 자세히 보면 교재는 7월초에 배송된다 나왔네요...ㅠㅠ ,2016.06.11. 02:09,17063351,문채원이잴이쁘다
 알텍 ㄱㄱ 듣고 백분위 45퍼오름 ,2016.06.08. 20:34,17059789,니큐르
 저는 기벡만 들어볼까하는데 전범위 혹시 다들으심? ,2016.06.08. 20:35,17059789,ksj5789
ksj5789 저는 미적분이랑 기벡 들어요. 확통은 별로라는 분들이 많아서..기벡만 들어도 괜차나염 ,2016.06.08. 21:17,17059789,니큐르
 알텍이 좋음 ,2016.06.08. 22:32,17059789,퀘이사와블랙홀
 고2니 생질 ㄱ 급할거 없음 ,2016.06.07. 14:48,17057537,인서울컴공17
 생질수준의태랑차이크려나? ,2016.06.07. 23:43,17057537,thekey89
thekey89 의태쌤은 잘 모르것고 생질 수준이 보통 3에서 쉬운4정도 일걸공부 좀 한다면 알텍도 무난히 들을 수 있겠지만 생질로 단단히 다져놓고 가는게 좋다고 봄시간도 많은데 ,2016.06.08. 00:07,17057537,인서울컴공17
 56인데..많이힘드려나 ,2016.06.08. 00:30,17057537,thekey89
thekey89 충분히 들을 수 있을 듯 알텍만 들어보고 생질은 안들어 봤지만 ,2016.06.08. 00:33,17057537,인서울컴공17
 생질 단강들을까매니아프패들을까? ,2016.06.08. 01:11,17057537,thekey89
 삭제된 댓글입니다. ,,17057537,
 생질들을수있겠죠! ,2016.06.07. 23:43,17057537,thekey89
 와우 .. 단강으로들을까 11월까지 매니아프패24만이나을까 사진은매니아프패 ,2016.06.08. 01:11,17057537,thekey89
 감사해요...6등극에서1등급나오다니 ,2016.06.11. 23:21,17057537,thekey89
 삭제된 댓글입니다. ,,17048292,
 후 전그냥 7월달까지 뉴런빠르게끝내고 방학전까지 드릴 끝내고 방학때 크포 들으려구요 ,2016.06.04. 14:05,17048292,rlgns8257
 나이분도서관에서듣다가사람들이자꾸빡빡머리보고웃는거같아서 선생님갈아탐 창피해서 ... ,2016.06.02. 15:18,17042974,leesung
 덕분에 교재신청했다 감사합니다~! ,2016.05.28. 22:14,17035003,ㅁㄶㅊㅌ
 어디잇음 ㅠㅠ? 나아직못찾고잇는데ㅠㅠㅠ ,2016.05.29. 02:53,17035003,켄케ㅔㄴ
 한석원은 공도벡이 진리야 ㅋㅋ ,2016.05.27. 01:35,17032510,RoySergay
 ㄹㅇ 공도벡의 신 ,2016.05.27. 01:49,17032510,정지당한 인하 반수생
 한석원 확통은 안좋아..... 승제가세요 ,2016.05.26. 00:54,17031039,언제까지n수ㅠ
 난 정승제쌤 듣ㄱ있어~인강은 개념설명-필수유형문제풀이 순으로 진행되는데 필수유형문제들 좀 풀고 쎈 풀면 같은 유형들이 좀 많아서 풀기좋은거같아 음 그리고 워낙 갓승제니깐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ..난 그냥 그럭저럭 만족하고있는데 신승범쌤도 괜찮으면 함 해보는것도 나쁘진않을듯!어차피 누구인강을 듣느냐가아니라 내가 얼마나 열심히 하느냐가 중요한거니깐ㅠㅠ ,2016.05.23. 21:47,17027434,고대자전19학번
 등급은어느정도되? ,2016.05.23. 23:30,17027434,galaxy25
galaxy25 나도 너랑비슷~ ,2016.05.23. 23:34,17027434,고대자전19학번
고대자전19학번 모고가!! ,2016.05.23. 23:34,17027434,고대자전19학번
 병행.. 은 힘들면 알텍 다 끝내고서 들어야죠 ,2016.05.22. 17:19,17025468,시립대로 가자
 알텍을안듣고 크포를들으면문제가있을까요? ,2016.05.22. 17:21,17025468,앟ㅎㅎㅎ앟
 알텍을안듣고크포를들으면 큰문제가있을까요? ,2016.05.22. 17:20,17025468,앟ㅎㅎㅎ앟
 알텍 다 끝내세요 ㅋㅋ 그렇게 급하게할 이유 업승ㅁ ,2016.05.22. 17:21,17025468,좋아이유
 크포는 하는데얼마안걸리나요? 제가잘몰라서.. ,2016.05.22. 18:20,17025468,앟ㅎㅎㅎ앟
 삭제된 댓글입니다. ,,17025468,
 딱히알텍문제를못풀어본점이 걸리는건아니고 강의에뭔가있지않을까싶어서요... ,2016.05.22. 18:22,17025468,앟ㅎㅎㅎ앟
 삭제된 댓글입니다. ,,17025468,
 그럼 크포 시작을 최대한늦춘다면 언제까지가마지노선일까요? ,2016.05.22. 19:27,17025468,앟ㅎㅎㅎ앟
"노ㅗ력 그건그런데 프패끊어놓기도했고, 이번크포가새로만들어서사람들이꼭들어야된다나?? 제가귀가좀얇아요ㅎㅎ... ",2016.05.22. 19:30,17025468,앟ㅎㅎㅎ앟
노ㅗ력 그럴게요! 충고해주샤서감사합니다~ ,2016.05.22. 19:35,17025468,앟ㅎㅎㅎ앟
 쪽지확인좀여! ,2016.05.26. 22:15,17025468,17연세대간호
 삭제된 댓글입니다. ,,17017618,
 네~가능합니다~! 택배비포함 18000원 입니다~ ,2016.05.18. 07:35,17017618,더욱더
 필렸나영? ,2016.05.21. 10:44,17017618,꼬마버핏
 아니요~ 다 있어요! ,2016.05.21. 11:54,17017618,더욱더
 확통 하 만 구매가능한가요? ,2016.05.21. 12:31,17017618,수학학원
 ㅠ아니요ㅠㅠ 알텍은 두개로 합쳐서 팔아요ㅠ ,2016.05.21. 12:32,17017618,더욱더
 기벡은 한석원이 갑 ,2016.05.16. 14:38,17016420,퀘이사와블랙홀
 알텍으로 개념잡기에는 좀 아닐듯ㅠㅠ ,2016.05.15. 22:36,17015324,whattasi
 인강말고 혼자 문제 가리지말고 열심히풀어야 할 등급같은데요. 굳이 추천하자면 현우진 ,2016.05.11. 18:49,17009283,E곰
 석원쨩 ,2016.05.09. 22:44,17006704,수만휘멘토
 삽따루 확통 재밌음.. ,2016.05.09. 22:58,17006704,중앙대 가고싶어요
 확통 파렙 싸게 팝니당.. ,2016.05.09. 23:01,17006704,rkdwhddbs123
 한석원쌤좋아하는데 현우진도들어봐야겠음..수학은 한석원미만잡이라 생각하고있었는데 ㅋㅋ ,2016.05.08. 23:28,17005232,연대갈게
 한석원도 다시 듣는 중인데이거 듣고 있으니 또역시 한석원이다 소리가 나오네요고3때 내가 수학을 대하던 태도와 투지가서서이 되살아나는 기분이예요 ,2016.05.08. 23:36,17005232,정지당한 인하 반수생
 두분 병행하면 진짜 꿀인듯ㅋㅋ 인강뽕에 취함 ,2016.05.08. 23:50,17005232,Welcome To Korea
 난 이과지만 한석원샘은 푸는방식이 딱 교과서적이라 좋음 잘맞을거야ㅋㅋ ,2016.05.08. 20:52,17004219,하무햄
 다행이다 ㅠㅠㅠ 고마워!! ,2016.05.08. 21:38,17004219,PD박
 한석원프리패스팔렸어요? ,2016.06.21. 23:05,17002121,연세대공대18
 아직도프패파시나요? ,2016.07.08. 20:19,17002121,snow810
 삭제된 댓글입니다. ,,17002005,
 감사합니다~ 저는 한석원t 현우진t도 맛보기에서 좋게 생각하구있었는데 이유가있으신가요?! ,2016.05.07. 03:53,17002005,서성한 뚫는다
연대한양 화공신소재 아핫 조언감사합니다~~ ,2016.05.07. 03:58,17002005,서성한 뚫는다
 혀누진 근데 내신 대비론 신승범 ,2016.05.07. 09:06,17002005,목표는 문과1등
 감사합니다~ 현우진t는 시발점듣고나서 뉴런들을때어렵지 않을까요? 승범t두 좋지만 전 이과라ㅜ ,2016.05.07. 15:26,17002005,서성한 뚫는다
 열심히만 하신다면 알텍부터 하셔도 좋다고 생각합니다 ,2016.05.05. 20:38,16999530,정지당한 인하 반수생
 삭제된 댓글입니다. ,,16996600,
 현우진 ㄱㅊ해요?어떤부분이요?? ,2016.05.03. 23:59,16996600,제발잘하자
 빡 ,2016.05.04. 00:00,16996600,가끔댓글달아드림
 신승범좋음 ,2016.05.04. 00:01,16996600,만점이라미안해요
 전 한석원보단 신승범이더라구요 근데 신승범샘 수업 좀 어려움.... ,2016.05.04. 00:05,16996600,한양대학교정책학과17
 Ebsi 심주석샘 ,2016.05.03. 23:24,16996476,본보기57
 확텅말하는건가뇨?? ,2016.05.03. 23:28,16996476,제발잘하자
제발잘하자 ㅇㅇ ,2016.05.03. 23:33,16996476,본보기57
 현우진 ,2016.05.03. 23:34,16996476,견우랑
 뉴런들어야하나요 시발점들어야하나요 ,2016.05.03. 23:38,16996476,제발잘하자
제발잘하자 기본적으로 수학 개념을 어느정도 안다싶으면 뉴런들으시고 노베이스거나 3등급아래면 시발점부터 들으시는거루추천해요 ㅎㅎ ,2016.05.03. 23:41,16996476,견우랑
견우랑 확텅말하시는거맞져?아근데 시발점은 완전개념부터알려주나요? ,2016.05.03. 23:45,16996476,제발잘하자
제발잘하자 네 완전 기본부터 다알려줘요 ,2016.05.03. 23:51,16996476,견우랑
 저 현강 듣는데 오르새 선생님 괜찮아요 ,2016.05.04. 02:16,16996476,투개월사랑
 확통은 차영진 들어요 진짜 갑이에요 개념강조하시는데 진짜 와 이걸 어떻게생각해내지 이런 풀이가 아니라 모든 문제 개념으로 푸시는데 듣고 복습하면 바로와닿는 개념 완전추천 여튼 들어보면 뭔소린인지알아요 ,2016.05.05. 22:49,16996476,발낍
 하루에 1~3편씩 보면 충분해요 ,2016.05.03. 23:36,16996452,아그리콜라
 수학은 독학이 좀많이힘듬.. 인강적극추천 ,2016.05.03. 00:43,16994552,잎센
 원래 한석원확통이 어렵게 가르치기로 유명 ,2016.05.03. 09:11,16994552,모험을 찾아서
 삭제된 댓글입니다. ,,16994541,
 강좌이름좀! ,2016.05.03. 00:58,16994541,제발잘하자
고대인의 의지 순열그런거 뜻도다아는데 문제에 적용을못하면?? ,2016.05.03. 01:00,16994541,제발잘하자
 원래 한석원 알텍은 처음 배우는거라면 들으면 안 돼. 어느정도 베이스 깔린 상태에서 들어야 하는거. ,2016.05.03. 00:36,16994541,씨쿤
 처음배우는거아니고 함수극한연속가지는 한번학원에서 들었음 그리고 나머지도 곧학원에서 들을에정! ,2016.05.03. 00:39,16994541,제발잘하자
제발잘하자 난 이과생인데 한석원 알텍 확통 괜찮았어. 근데 문과생이라면 난이도가 조금 어려울 수도 있을 것 같아. 이해만 할 수 있다면 추천해주고 싶네 ,2016.05.03. 00:51,16994541,씨쿤
 알텍 첨부터들어도 상관없어. 깐석원 확통도 괜찮아 ,2016.05.03. 00:48,16994541,시립대로 가자
 확총 개념은아는데 문제적용이안됨ㅠㅠㅠ그래도 ㄱㅊ해??한석원쌤야ㅐㄱ간 교과서식으로 가르친ㄷ가호던데? ,2016.05.03. 00:59,16994541,제발잘하자
"제발잘하자 교과서식은 무슨소리인지 모르겠고, 딴소리없이 정석대로 가르치는방식. 정립은 진짜잘되 ",2016.05.03. 01:05,16994541,시립대로 가자
 정승제선생님이 인강에서 자기별명 정확통이라고그랬음 ,2016.05.03. 00:48,16994541,평가원씹어먹는송곳니
 아미친ㅋㅋㅋㅋㅋㅋㅋ아정승제듣고싶은데 개념의신듣다가 너무질려버렷다해야하나 너무시끄러워:ㅆ음 내기준.. ,2016.05.03. 00:58,16994541,제발잘하자
 진짜 정승제잘가르치는데ㅜ ,2016.05.03. 01:09,16994541,외롭지만삼수화이팅
 휴먼석원체ㅋ ㅋㅋㅋ근데 한석원은 상위권 아니더라도 개념 ㄹㅇ ㅅㅌㅊ라 하위권도 가눙 ,2016.05.02. 23:01,16994197,아그리콜라
 맞아 ,2016.05.02. 23:03,16994197,수만휘멘토
 한석원:그리고 다음강의가 바로 공간도형강의인데...기대하셔도 좋습니다. 여러분 수고하셨습니다여기서 소름돋음 ,2016.05.02. 23:01,16994197,모험을 찾아서
 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 미친포스 ,2016.05.02. 23:03,16994197,수만휘멘토
 ㅇㄱㄹㅇ... 진심 들으면 들을수록 왜 저 타이틀이 붙으셨는지 모르겠음..빡티 진심 내 인생 센세되죵? ,2016.05.02. 23:02,16994197,양갱스
 빡티의 매력에서 헤어나올 수 없어계산은 여러분께 맡깁니다 ,2016.05.02. 23:03,16994197,수만휘멘토
