content,date,index,writer
 쪽지드렸습니다. ,2008.12.01. 00:18,2757736,검은조각
 한석원 시리즈 제가 가져갑니다. ,2008.12.01. 03:06,2757736,유리왕자
 쪽지드립니다. ,2008.12.02. 22:32,2757736,lhs9702
 쪽지드립니다~. ,2008.12.04. 01:50,2757736,qlfhleh001
 쪽찌드렸습니다~ㅋㅋㅋ ,2008.12.11. 00:13,2757736,hyomin0811
 폴 강추 수2는 들어 보진 안았는데 개념 부족하면 이해 엄청 잘될꺼야.. ,2008.11.30. 10:37,2755825,여보세요
 저기요 정지웅 437 이요 010 4045 9033 으로 문자좀  ,2008.12.16. 14:25,2751603,leemoonho22
 저기요 신승범 수능적해석 상중하 사요 010 7474 1599  ,2009.01.16. 20:41,2751603,gofox08
 ㅇㅇ 수능을 봐야 암 ,2008.11.29. 17:54,2750153,루비
 쪽지보냈는데..  ,2008.11.30. 08:58,2747765,레온이
 저도 보냈어요 ,2008.12.16. 12:18,2747765,hal7515
 말이 필요 없다 ,2008.11.28. 23:02,2746881,재엔드
" 수능의 핵, 알텍 모두 들었는데.. 그냥 돈 아까우면 수핵 들어도 무방.  ",2008.11.28. 23:02,2746881,재엔드
 한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!!한석원 짱!! ,2008.11.28. 21:19,2746138,멍미
 한석원 짱 ,2008.11.28. 21:21,2746138,훌랄라
 가형은 한석원 ,2008.11.28. 21:50,2746138,후자ㅣㅇ
 저도 수리 신승범 추천 ,2008.11.28. 20:58,2745949,윈드리아
 ㅎㅎㅎ이과분들 좀 있었네 ,2008.11.28. 21:00,2745949,경품돌이
 감사합니다....ㅠㅠ다 들어봐야겠어요....한석원껀 수1때도 들었었어요....ㅋㅋ ,2008.11.28. 21:02,2745949,겨울비
 맛보기강의요.....ㅋㅋ ,2008.11.28. 21:03,2745949,겨울비
 넹ㅋㅋ 재종반 가시기로 결정하신거에여? ,2008.11.28. 21:03,2745949,잇힝
 외국어 이지민춫현..근데 나머지는 잘모르는분들이군 ,2008.11.28. 16:18,2744194,공뿌
 수리는 신승범 대세타는듯 ?  ,2008.11.28. 17:43,2744194,강한남자
 쏘쏘 좋음/ 무엇보다 개념 빠삭하게 잡고 가면 다른 인강도 쉬울것임 ,2008.11.28. 20:48,2742501,노바뤼
 서의동 선생님이 정말 개념 잘 잡아주던데요.. 강대출신 메가 쌤들 정말 실력 장난아님 ,2008.11.29. 01:51,2742501,mcgako
 댓글 감사합니다.  ,2008.11.30. 00:47,2742501,wansu118
 ㅋㅋ나랑사탐계획이똑같애 . .. ㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.11.28. 01:33,2742422,으니
" 신승범선생님은 2등급이상부터 듣는게 좋을꺼같아 . 좀 난해하거든 , 순열조합은 특히더 그런다고 하드라 현강학생은 대원외고 서울외고애들이라고 하던데 ㄷㄷ  ",2008.11.28. 00:51,2741896,friys7
 근데 1주일에 3시간 강의라서 복습시간 충분히 있지 않어??  흠 박승동 양승진 추천인데 박승동 제외니까 양승진 추천  난 언수외탐  1:2:1   탐구는 안하는데 겨울방학되면 1:3:1:2 이렇게 할라고 ,2008.11.28. 00:51,2741896,웃음천국
 대원은 별루 없구 서울 대일이 좀 있지...........근데 티치미 한석원말구 강필도 좋아 ,2008.11.29. 18:21,2741896,앙랩
 나 과외랑 인강 둘다 병행하려구........ 컹 ,2008.11.28. 00:30,2741632,벨류어블
 어익후 ㅠㅠ 근데 난 실전이 넘흐넘흐 부족하고 지금 들어야 할 인강이 산더미야 ㅠㅠ 사탐부터 시작해서.... 크아아아아; ,2008.11.28. 00:32,2741632,랄랄라
 과외는 실력 좋은 샘으로 니가 잡고 안풀리는 문제 물어보는 수단(?))으로쓰는게 좋을거야  ,2008.11.28. 00:32,2741632,포동포동
 3등급이면 60점 이상은 나오지 않아? 3등급이상이면 개념은 잡앗을테구  ,2008.11.28. 00:33,2741632,포동포동
 그런 거 같긴 한데-_-; 집에서 풀면 술술 풀리는 문제들이 모의고사 실전에서는 영....ㅠㅠㅠㅠㅠ 응 개념은 많이 잡힌 것 같애!! 수 1은!! 10-가/나가 캐막장이라서 그렇지 ㅠㅠㅠ;;; ,2008.11.28. 00:34,2741632,랄랄라
 몰하든 열심히만 .. ,2008.11.28. 00:34,2741632,friys7
 책이 적으시네요 택배비가 더 들듯 ,2008.12.07. 17:16,2739284,말걸지마
 메가 12월 말이나 중순부터 2010강의 시작될겁니다 제가 알기로는  ,2008.11.27. 21:46,2738716,단하루
 나 알텍이랑 절대지존100제 있는데ㅋㅋ ,2008.11.27. 17:07,2738186,위넬
 ㅋㅋㅋㅋㅋㅋㅋ말고 난 한석원의모든것을 원해 ㅠ.ㅠ  ,2008.11.27. 17:08,2738186,헬멧냥
 모하려고?? ,2008.11.27. 17:09,2738186,위넬
 친구가 필요한가봐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 협박받고있어 ㅠ.ㅠ ,2008.11.27. 17:10,2738186,헬멧냥
 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.11.27. 17:12,2738186,위넬
 나도 알텍이랑 절대지존 이랑 통합논술.........  모든것이라는거 강의책 말하는건가?  ,2008.11.27. 17:12,2738186,휴대폰
 응 강의책~~~~~~~~~~~~~~~~~~~~~~~~~ㅋㅋㅋㅋㅋ 한석원쌤의 모든것은 알아서 뭐하려고 모든것만찾는지ㅠㅠㅠㅠ 에휴ㅋㅋ 듣는사람 별로없나봐~~~~ ,2008.11.27. 17:13,2738186,헬멧냥
 한석원 논술도 있어? ,2008.11.27. 17:13,2738186,위넬
 듣는 사람 완전많아 ㅋㅋ 내가 우리반 한때 열풍 일으켜서 거의 반이상 패키지 했어 ㅋㅋ  ,2008.11.27. 17:14,2738186,휴대폰
 논술있어.. 정말 어렵지..  ,2008.11.27. 17:14,2738186,휴대폰
 아정말?? 근데 왜 수마니엔 한석원의 모든것 듣는 사람 없지ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ에잇~! ,2008.11.27. 17:16,2738186,헬멧냥
 ㄹ니가져 ㅄ ,2008.11.27. 03:45,2736946,홍킹홍킹
 응~~~ 고마워러블리♥ ,2008.11.26. 18:44,2732454,헬멧냥
 ㅠ.ㅠ 아ㅏㅏㅏㅏㅏㅠㅠㅠㅠㅠ 알써 암튼고마워 ,2008.11.26. 18:44,2732454,헬멧냥
 니가 들어봐라 ..  ,2008.11.26. 01:13,2729913,friys7
 맛보기듣고선택해필수임 ,2008.11.26. 01:14,2729913,토프타
 무엇 보다 맛보기듣고 너에게 어울리는 스타일을 찾는게 중요해~ ,2008.11.26. 01:19,2729913,마징가
 이자식 어린자식이 벌써이런데 눈을떳구나.. 부럽네 엉아가 추천해주는건 문명선생님이야 언어 이선생님한테배우고 진짜 많이올랐어  ,2008.11.26. 01:23,2729913,인대체교
 [skycrikim님을 위한 빙글빙글의 따뜻한 상담]일단 반갑습니다.저도 작년에 언어 정지웅 선생님 수학 한석원 선생님 강의를 들었거든요.두분이 가장 무난하신 것 같아요.네 그 커리큘럼 대로 하시면 어느정도 도움 되실 거예요.근데 원래 영어는 잘하시는 분이신가요? 텝스를 하고 계신 정도면...영어 어느정도 하시는지 알고 싶네요. ,2008.11.26. 14:48,2727085,빙글빙글
 영어가 보통 1~2등급 나오구요 수능때 시계가 고장나서 잘못해서 완전 미끄러졌어요 ㅜㅜ ,2008.11.26. 18:15,2727085,skycrkim
 자랑은 아니지만 원래 3등급이하가 되본적이없는데 이번에 아우~ㅜㅜ ,2008.11.26. 18:15,2727085,skycrkim
 네 그렇다면 앞으로 실수 마시고 지금처럼만 열심히 하세요^^ ,2008.11.26. 23:21,2727085,빙글빙글
 제발요.. ,2008.11.25. 19:51,2726446,소울스타
 외국어 타미 AB 외지웅 437 김기훈 쎄듀 실전모의 한번 따라가보시길ㅋㅋㅋ 독해쪽은 ㅋㅋㅋ ,2008.11.25. 19:52,2726446,긍정소년
 듣기안되시면 타미 OYE듣고 마더텅 딕테이션 열심히 해보셔요 ,2008.11.25. 19:52,2726446,긍정소년
 언어는그냥 혼자하는게 쵝오던데 ㅋㅋㅋㅋㅋㅋ 수리는 한석원좋다구들음 저두 요번엔 한석원님 ㄱㄱ ,2008.11.25. 19:40,2726355,준또
 언어영역은 저 혼자하기가 어려워서. 그래서 인강을 보려고하는 것입니다.. ,2008.11.25. 19:52,2726355,소울스타
 뭐 선생님이 다르다고 비효율적일 것은 별루 없을것같아요ㅡ 수1이 양승진 샘이 좋으면 양승진 샘으로 ㄱㄱ저도 강의 보니까 갠찮던데 ,2008.12.08. 23:40,2726355,흰고양이
 예비고3인데 이문제집으로 무한번인해야겠내요ㅎㅎ 또 다른 좋은 문제집 있으면 또 써주세요~ ^^ ,2008.11.30. 17:49,2723576,오동동
 혹시 글쓴님 수성고? ㅎㄷㄷ;; ,2008.11.30. 19:19,2723576,좀비벌레
 셀파 문제수 적은거 빼면 진짜 괜춘!! 모르는거 셀파카페에가 질문하면 답변두 해주시구 진짜 좋드라구여~ 깔끔해서 좋음 근데 왜 갑자기 수성고가 나와여??? 수성고도 셀파부교재? 우리두 셀파 부교재인데; 참고로 난 효원ㅋㅋ    ,2008.11.30. 21:08,2723576,구름
 허걱 효원고! 효원고도 셀파라니 ㅋㄷ ,2008.12.02. 20:33,2723576,좀비벌레
 ㄳ 예비 고2인데 써도 됄련지..? ,2008.12.28. 14:24,2723576,1024sjm
 지나가다 참견하고 싶은  수성고 1人 ㅋㅋ  ,2009.01.28. 14:49,2723576,레비토
 괜찮아요 ㅎ ,2009.02.07. 11:07,2723576,내옆에꼬마
 저도 셀파샀는데~ㅎㅎ 정석하면서 같이 풀어볼려구요^^ ,2009.03.07. 13:49,2723576,Study
 케훈남.  ,2008.11.25. 01:23,2723488,소로스
 남자가 봐도 반하는군 ,2008.11.25. 01:23,2723488,용학위
 하..한느님 ,2008.11.25. 01:23,2723488,포로리
 머시따 ,2008.11.25. 01:33,2723488,밍키
 헐 석원쌤.....ㅋㅋㅋㅋㅋㅋ ,2008.11.25. 01:33,2723488,도나웨일
 ㅋㅋ원더걸스다 ,2008.11.25. 04:16,2723488,공갈
 이과생이라면 수2 한석원추천. 대박임 ,2008.11.24. 00:56,2714817,멍미
 둘다 검증된 분이시니까 맛보기 들어보시고 결정하세요 ,2008.11.24. 00:56,2714817,큰둥이
 2번을 추천. 개인적으로 절대지존N제는.............흠..; ,2008.11.24. 00:56,2714817,멍미
 흠 문과생이고 수리 100점을 목표로 하는데.. 두분다 좋으신분들이라 딱히 선택을 내릴수가없어서 고민이.. ,2008.11.24. 00:59,2714817,아호행
 쪽지확인좀 부탁합니다ㅜ..ㅜ ,2008.11.24. 01:00,2714708,spyseo2020
 와...정말 감사합니다 선배님! ,2008.11.24. 01:08,2714708,와우
 감사합니다!! 좋은 충고됬어요~ ,2008.11.24. 01:08,2714708,됴니
 감사합니다 선배님 ㅋ ,2008.11.24. 17:12,2714708,달려
 지금 꾸준히 수리 99%가 나온다고 해도 이과 가서 2~3등급으로 내려갈 가능성도 충분히 있는 거겠네요? ,2008.11.24. 23:40,2714708,한야
 쪽지 보내드렸어요 ! 확인 부탁해요! ,2008.11.25. 00:35,2714708,미쵸
 저도 확인좀 부탁드릴게요! ,2008.11.25. 02:19,2714708,밀애
 한야/물론이지~ 내 친구중에서도 1학년땐 줄곧 1등급만 나오더니 2학년와서는 2등급을 전전하다가 3등급도 맞고 막 왔다갔다 하는애들 있어.. 나는 1학년때 3등급이었기떄문에 더 힘들었지만 노력해서 1로 올린 사례고 ㅎ 일단 노력하면 된다.. 그 과정이 힘들뿐이지 ^^  ,2008.11.25. 20:55,2714708,헤브라이
 지금 수학때문에 정말 고민하고 있었는데 많은 도움이 됬어요 ㅠㅠ 감사합니다 ,2008.11.29. 16:37,2714708,유코
" 그런데 이렇게 공부하면 언어나 외국어는 언제할수있을까요,,ㅠ ",2008.11.29. 16:38,2714708,유코
 1 그래서 이과가 힘든거야 ㅋ 대신 수리가 1 나오면 언어 외궈를 왠만큼 떡치지 않고서는 인서울 꽤 이름있는곳 가니깐 일단 수학이 부족하면 수학을 확실히 잡는게 급선무라고 생각해 ~ ,2008.11.29. 17:56,2714708,헤브라이
 쪽지좀 확인해주셔요 ~ ! ,2008.11.30. 01:37,2714708,똑실
 헤브라이님 !!! 존경함!!! ,2008.12.25. 20:31,2714708,핌플보이
 조언 감사드립니다 ㅠㅠ쪽지 확인점요~ ,2009.01.21. 21:13,2714708,NOM
" 저랑 같은 길을 가시네용  저랑인강하구 책 고르는 솜씨가 비슷해용,ㅎㅎ근데 정말 이과길은 힘들어용,,,,ㅠㅠ 수학 ",2009.08.13. 02:00,2714708,coconut_91
 알파는 몇년도꺼 들어도 상관없는듯 08판 들었지만 개념좀 잡혀있는사람이면 문제 접근방식 익히는정도까지딱 알맞는강의고 기출위주기때문에.. 뭐 최근 문제트랜드까지볼려면 최신께 조을듯~ ,2008.11.23. 19:40,2710415,죄수생
 아니요.. 그게 아니라 08년도 교재랑 09년도 교재가 같나요? ,2008.11.23. 19:42,2710415,수만히
 님 내년 꺼 나오면 그걸로하세요 지금은 개념 기출풀고 ,2008.11.23. 19:49,2710415,bomin4109
 별로 안달라진다는 소리로 말씀드린건데 최근 기출반영하냐 안하냐임 교재 내용이 다를만한 강의가아닙니다 ,2008.11.23. 19:52,2710415,죄수생
 신승범커리타고있는데 수학적접근좋아용 ,2008.11.23. 15:40,2706254,popo33_
 검색하면 나와요^^ 여기다질문글 올리면 욕들어먹어요 ,2008.11.23. 21:00,2706254,토프타
 신승범 vs 박승동 고민중 ;; ,2008.11.25. 19:17,2706254,삼세판
 혼자  ,2008.11.22. 21:53,2703154,kkdh325
 후회함   ,2008.11.22. 21:53,2703154,kkdh325
 만점수준님이 답안서면 우리는 어찌합니까 ,2008.11.22. 21:23,2703066,브라질
 수2 뒤에 생각보다 많이 안어려워 겁먹지말고 해봐 ,2008.11.22. 21:37,2703066,sdegreeid
 전 강필선생님이랑 안맞는거같더라구요; 해설강의여서 그랫는진 모르겟는데 티치미 모의 3회 해설듣고 좀 많이 실망했달까; ,2008.11.22. 20:39,2702541,봄바람
 이름은 뜰법한데..- -ㅋ ,2008.11.22. 20:40,2702541,급방긋
 함 들어나 볼까>.... ,2008.11.22. 20:40,2702541,쭌씨
 티치미도 유료인가염? ,2008.11.22. 20:40,2702541,스마일
 폴수학은없내요  ,2008.11.22. 20:41,2702541,소로스
 스마일 유료같은데 ,2008.11.22. 20:44,2702541,도로시
 강필 ! 이 선생님 진짜 좋음 ! 내 친구도 이 선생님한테 현강들었는데.. 얘도 수학 정말 잘함 ㅠㅠ  ,2008.11.22. 20:48,2702541,샐러드
 신승범  ,2008.11.22. 20:32,2702442,쿠인
 난 삽자루밖에 안들어봐서..............난 삽자루 좋던데......... 문제푸는 요령 많이 알려주구 ,2008.11.22. 20:32,2702442,밍밍이
 올해 들어 신승범이 확뜸 요세 평가원이나 수능추세도 신승범 스타일인듯 ,2008.11.22. 20:32,2702442,쿠인
 신승범 ,2008.11.22. 20:32,2702442,아켈라
 전 박승동 ,2008.11.22. 20:33,2702442,eunloveh
 박승동은 천재스타일이죠. 전 재수생인데 박승동 방법이 통하는게 작년 수능까지였습니다. 신승범이 대세인듯. ,2008.11.22. 20:33,2702442,아켈라
" 저도 삽자루 타다가 막판에 신승범,박승동으로 갈아타서 점수 급상승 ㅋㅋ ",2008.11.22. 20:33,2702442,쿠인
" 전 신승범 갈려궁 -,- ",2008.11.22. 20:35,2702442,코피나자
 메가요 ,2008.11.22. 20:35,2702442,아켈라
 메가스터디 신승범 ,2008.11.22. 20:35,2702442,코피나자
 삽자루듣고 1등급 나왔는데 - - ,2008.11.22. 20:36,2702442,문본좌
 계속 한석원으로 갈까 아님 바꿔볼까 고민중 ,2008.11.22. 20:40,2702442,에휴
 수학은 강사보다 자기가 얼만큼 소화할수 있느냐가 중요할꺼같아요.가르치는건 다 거기서 거기던데 ,2008.11.22. 20:41,2702442,문본좌
" 난 박승동들었는데, 만족함. 그리고 삽자루 친구꺼 잠시 들어봤는데 그건 아니다 싶던데 ",2008.11.22. 18:08,2701537,잠돌이
" 난 2학년때 백전백승 다듣고, 3학년때 수리나형 종합정리 고난도 강좌 들었던거같은데(이름은 잘). 그런데 무엇보다도 자기한테 맞는게 중요하니까 ^^; ",2008.11.22. 18:12,2701537,잠돌이
 학석원 알텍 추천 ,2009.02.08. 17:06,2701537,twiye
 한석원은 진짜 잘가르치긴한데 확실히 상위권위주로 수업하는 느낌..  ,2009.10.24. 21:12,2701537,스마일
" 겨울방학동안인데 외국어 독해문제집 한권은 좀 적지 않나요?수학은 좀 양이 많은 것 같구요 기간에 비해서.언어 문학부분은 좀 범위를 줄여서 고전산문, 고전운문, 현대산문, 현대운문 나눠서 하셨음 좋겠구요.비문학은 자이스토리보다는 그냥 주말에 한번씩 기출을 통으로 푸시구요. 어차피 자이스토리도 기출을 모아놓은 거니까요.사탐 개념은 메가스터디 같은 걸로 하실건가요?웬만한 사람은 4개를 선택하니까 겨울에 4개를 다 해야겠다 이거보다는한 2개 정도를 완벽히 하시는게 나아요. 4개 중에 한과목은 버리는 것도 있을테니까요. ",2008.11.22. 21:11,2701527,로윤
 네감사합니다 제가 기본이 아직안되있어서 ㅠㅠ 신사고 수능 유형편 한권하려구햇는데ㅠㅠ 수능 문제 뽑아서 풀고 해설강의듣고 그럴ㄹ려고햇는데 ㅠㅠㅋㅋ ,2008.11.23. 11:28,2701527,topsmack
 전자 ,2008.11.22. 15:50,2700552,김똑딱
 외국어가 올리기 젤쉬워 ㅋㅋ  ,2008.11.22. 15:16,2700313,캣로로
 맞엉 ㅋㅋ 외궈가 제일 올리기 시워 ㅋ ,2008.11.22. 15:18,2700313,크로우
 아 참고로 하나더 소유흑향이라는 사람은 인문계도 아니고 그렇다고 특목고도 아니고 자사고도 아닌 애니메이션고 나왔다 거기서 혼자 공부해서 저렇게 된거고 게다가 대학가서는 일어공부도 해서 현재 홀로 번역도 한다 http://blog.naver.com/dnjsgl3484 이게 소유흑향님 블로그다 ,2008.11.22. 15:18,2700313,주영
 솔직히 언어 계속 푸는게 젤 좋은거 같음;;  ,2008.11.22. 15:18,2700313,소보로
 감사합니다.............ㅜ ,2008.11.22. 15:46,2700313,하늘나비
 잘삿어  ,2008.11.22. 13:54,2699844,소로스
 ㅋㅋㅋㅋㅋ 짤방 짱이다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.11.22. 13:56,2699844,쌍쌍바
 시밤 8 아닌가? ,2008.11.22. 13:58,2699844,jamerspawn
 졸라 여기는 농담도 안먹히나. ,2008.11.22. 14:00,2699844,jamerspawn
 서의동 선생님 짱이에요 ,2008.11.27. 23:20,2696798,mcgako
 한석원꺼 알텍 수2 미적 모두다 있는건가요/ 수2같은경우에는 3권이던데.;; ,2008.11.22. 08:55,2695792,순수소년
 가격도좀 알려주세요 ,2008.11.22. 08:55,2695792,순수소년
 이근갑 2009 종합언어 가격좀 알려주세요 상태랑요. ,2008.11.22. 19:20,2695792,불면증
 김성재 골드 스페셜 물리1 사고싶은데 혹시 하얀책에 금박이 씌어진거 맞죠...? ,2008.11.23. 15:17,2695792,gkstmdtn93
 김성재 골드 스페셜 물리1  팔렸어요 ㅠㅠ ㅈㅅ  ,2008.11.24. 19:44,2695792,하루
 이근갑꺼 사고 싶어요 문자 답좀 해주세요  ,2008.12.22. 19:25,2695792,jun9423
 ㅈㅅ 폰을 잃어버려서 오늘 다시 샀어요  ,2008.12.23. 17:48,2695792,하루
 한석원 기하 좀 쩔음 ,2008.11.21. 17:41,2693590,비젼
 그래요?ㅋㅋㅋ ,2008.11.21. 17:42,2693590,도로시
 그럼 수1은? ,2008.11.21. 17:42,2693590,도로시
 ㅋㅋㅋ 그렇군요 ㅋㅋ 감사합니다 ,2008.11.21. 17:43,2693590,도로시
 너무 어렵지 않아요? 이 선생님꺼는 ,2008.11.21. 17:44,2693590,도로시
 근데 그건 고2부터 해야 하는거 아닌가요?;;; 이걸 다해요? 1년에? ,2008.11.21. 17:47,2693590,도로시
 작년거 들어도 문제 없을까요? 저거 다 들을라면 돈도 ㅎㄷㄷ 할거 같은데 ㅜㅜ ,2008.11.21. 17:51,2693590,도로시
 그럼 알텍 개념정리 별로인가요? ,2008.11.21. 00:06,2689737,뭐라냐
 수핵은 안들어도 알텍은 필수죠... ,2008.11.21. 01:01,2689737,쥘라지
 휴..역시 최종선택은 맛보기 들어봐야할듯!^^ ,2008.11.21. 23:50,2689737,뭐라냐
 OX 판단문제 책 더러운가요? ,2008.12.31. 13:46,2688055,프라미싱
 이근갑 종합언어영역 사고 싶은데 가격좀 쪽지로 보내주세요. ,2008.11.21. 09:37,2686468,유후
 김성재 물1 사고싶은데 가격이랑 책상태좀 쪽지로 보내주세요 ,2008.11.23. 23:30,2686468,시체손
 김성재 물1 아직 파나요??  ,2008.11.26. 00:03,2686468,uj3330
 사실 자신에게 맞는 선생님을 따르는 것이 좋습니다. 사실 전 한석원쌤께 수학을 배웠습니다.가장 쉽기때문에 그런것 같습니다. 보통 혹자들은 경우의 수가 어렵다고 합니다. 대부분 사설이나 요상한 문제집의 문제가 그렇습니다. 하지만 경우의수는 '분류'를 잘하면 아주 쉽습니다^^수1을 한바퀴 돌으셨다면 알텍보다는 베캠을 추천합니다. ,2008.11.19. 02:57,2671578,개념원리
 또는 강필선생님도 괜찮습니다. 강필선생님 강의도 들어보세요. 이론은 비슷할지라도 쫌더 이해하시기에는 편하실드합니다. 자신이 약한 부분은 수능클리닉강의를 통해 자신의 것으로 만드시길 바랍니다. ,2008.11.19. 02:58,2671578,개념원리
 우와우 ,2008.11.18. 21:27,2667859,jiho124578
 ... 언제다 풀게???? ,2008.11.18. 21:27,2667859,꽃사슴
 강의 다 언제들어.. ,2008.11.18. 21:28,2667859,꽃사슴
 저중에서 제대로 남는건 2권정도ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.11.18. 21:28,2667859,아짱
" 지금부터해서 겨울방학때 끝내야지 ㅎ 수1,수2 모두 진도 한번씩은 뺐어.. 복습용 + 꼼수배우기용으로 질른거고 수학은.. 과탐은 아무래도 인강으로 복습하는게 좋을거같아서 ㅇ  ",2008.11.18. 21:28,2667859,헤브라이
 어 저도 교원대 희망하고잇더요~ ,2008.11.18. 23:29,2667213,제발교대
 저도 교대 ㅋㅋㅋㅋ ,2008.11.19. 06:46,2667213,khy5158
 열심히 하세요.. ,2008.11.19. 22:02,2667213,소순
 독해 스피드하게 중요문장 캐치하는게 낳을꺼같은데요 ㅋㅋ ,2008.11.20. 23:28,2667213,흑계란
 외국어 공부방법 일단 괜찮은거같애요 그런데 독해는 처음풀땐 문제를 맞추는 위주로 하고그다음 답체크하고 나서 하나하나 분석해서 보는식으로 두번 공부하면 두배의 효과를 낳을수있을거같아요- ,2008.11.21. 23:36,2667213,휘날리며
 베켐별로 건질거 없던데요프리패스끊으면서 뽕을 뽑자고해서 베캠부터 들었는데시간낭비했어요 ,2008.11.18. 12:20,2658068,still_in
 아.. 답변 감사합니다~ ,2008.11.18. 13:06,2658068,yjc1640
 그냥... 후배들 물러주시는게.. 좋으실듯..ㅠㅠ ,2008.11.18. 12:38,2657993,xnxm7654
 예전에 본듯 ㅎㅎ.. ,2008.11.18. 02:45,2657277,skrtldi123
 ㅋㅋ본거넹 ,2008.11.18. 02:45,2657277,비젼
 왠지웃기다? 맞는말.  ,2008.11.18. 02:48,2657277,mchildre2
 결론은 조기교육부터 잘되있어야된다는건가. 스킬따윈.. ,2008.11.18. 02:49,2657277,샤랄라
 로즈리:화장떡칠하다가 수능늦어서 시험못봄.손주은:사업할꺼라면서 수능필요없다고안옴최진기;존나잘풀듯.그냥여유있게웃어줌.고종훈:혀빨다가 시간다감.  ,2008.11.18. 02:51,2657277,mchildre2
 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.11.18. 02:58,2657277,너나잘해
 ㅋㅋㅋㅋ 살짝 공감?ㅎㅎ ㅋㅋㅋㅋㅋㅋ  ,2008.11.18. 03:06,2657277,chowon0213
 ㅋㅋㅋㅋㅋ ,2008.11.18. 10:52,2657277,상큼이
 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.11.18. 11:02,2657277,너부리
 전 인강 자체는 비추인데.. ,2008.11.17. 23:11,2655247,꺄흘
 그냥 한석원샘이 탑임 ,2008.11.17. 23:11,2655247,baram861027
 꺄흘님 님이 인강듣고망하셔서그런가본데 독학하신분들은 다 인강으로 올리신분들입니다 ,2008.11.17. 23:12,2655247,baram861027
 저두 공부법을 좀 읽어봐서 아는디 수학 인강은 저두 비추.. ,2008.11.17. 23:14,2655247,코이치형
 전 인강자체를 안들어요 ,2008.11.17. 23:14,2655247,꺄흘
 그리고 망했다는 소리 들을정도는 아니구요 ,2008.11.17. 23:15,2655247,꺄흘
" 나도 가형에서 나형으로 돌렸지만 처음에 수2강의 들었을때 엄청 좋아서 수1도 들었는데 수1은 수2만큼은 아님....특히 경우의수,확률은 그냥 혼자 정석하는게 낫음 ",2008.11.17. 23:15,2655247,win5613
 한석원선생님 이름만들어도 기쁘다 ㅋㅋ 내영웅 ,2008.11.17. 22:58,2655067,lcy2207
 헐. 저는 프리패스로 알파+절대지존+크리티컬 들었어요 교재까지 다. 저는 나름 많이올랐음 7월 5등급 ->수능 98퍼 ,2008.11.17. 23:02,2655067,lcy2207
 자기한테 맞는 선생님ㅇㅋ?물론 이과생은 아님 ,2008.11.17. 22:30,2654633,김똑딱
 난 문과지만이과는 한석원아님? ,2008.11.17. 22:30,2654633,수험생
 소순영도괜차는데 ,2008.11.17. 22:31,2654633,샤카
 ㅋㅋㅋ문과 삽자루 ㅋㅋㅋ참패.......... ㅋㅋㅋㅋㅋㅋㅋㅋ ,2008.11.17. 22:31,2654633,아사쿠라
 십자루는 진짜 비추 ,2008.11.17. 22:33,2654633,엔피츠
 난 이과인데 삽자루 ㅋㅋ ,2009.01.15. 12:50,2654633,의지맥심
 ㅇㅇ 지네들못치면 깜  ,2008.11.17. 11:22,2646694,양볼매
 그냥 자기 취향. 좋고 싫음. 관점의 차이. -> 기술자식 해설인가 이거.ㅋㅋ ,2008.11.17. 11:22,2646694,세르파
 ㅇㅇ..나도 도움 많이 됬는데..삽자루 안들었으면 어떻게 됫을까 깜깜..ㅋㅋ 공부안하고 인강만듣고 못본애들만 까는거임 ,2008.11.17. 11:22,2646694,42junpo
" 삽자루 강의를 이를테면 40시간 들으셨으면한석원, 박승동, 신승범 강의도 40시간 들어보세요.....그러면 누가 제일 잘 가르치는지 아시게 될거에요 ",2008.11.17. 11:23,2646694,몽키유천
 내친구 작년2등급인데 신승범커리쭉따라다가 결국 수능 50점맞았고 신승범강의들어밨는데 좀저랑안맞는듯 ,2008.11.17. 11:25,2646694,공뿌
